customer_id,name,geography,risk,score,owner,status
15634602,Hargrave,France,Low,0.3168139078841436,Unassigned,new
15647311,Hill,Spain,Low,0.2123543946616564,Unassigned,new
15619304,Onio,France,High,0.9569580042614781,Unassigned,new
15701354,Boni,France,Low,0.04978152822523709,Unassigned,new
15737888,Mitchell,Spain,Low,0.15231150957213985,Unassigned,new
15574012,Chu,Spain,Low,0.15202201698653045,Unassigned,new
15592531,Bartlett,France,Low,0.06492519417179615,Unassigned,new
15656148,Obinna,Germany,High,0.9747692434532258,Unassigned,new
15792365,He,France,Low,0.1224590409031167,Unassigned,new
15592389,H?,France,Low,0.04923235877295464,Unassigned,new
15767821,Bearce,France,Low,0.036389889662851324,Unassigned,new
15737173,Andrews,Spain,Low,0.018356073141463217,Unassigned,new
15632264,Kay,France,Low,0.024384276519736105,Unassigned,new
15691483,Chin,France,Low,0.048944940578819596,Unassigned,new
15600882,Scott,Spain,Low,0.02220701194852571,Unassigned,new
15643966,Goforth,Germany,Low,0.22931614340896553,Unassigned,new
15737452,Romeo,Germany,High,0.9510588722439693,Unassigned,new
15788218,Henderson,Spain,Low,0.016367615100770665,Unassigned,new
15661507,Muldrow,Spain,Medium,0.5744348121958089,Unassigned,new
15568982,Hao,France,Low,0.015775804627887247,Unassigned,new
15577657,McDonald,France,Low,0.02738937185219426,Unassigned,new
15597945,Dellucci,Spain,Low,0.03355565868552833,Unassigned,new
15699309,Gerasimov,Spain,Low,0.33538746631301347,Unassigned,new
15725737,Mosman,France,Low,0.05609704056009665,Unassigned,new
15625047,Yen,France,Low,0.21620879897670858,Unassigned,new
15738191,Maclean,France,Low,0.010868636006629252,Unassigned,new
15736816,Young,Germany,Low,0.14251051230296383,Unassigned,new
15700772,Nebechi,France,Low,0.05549705098428233,Unassigned,new
15728693,McWilliams,Germany,Low,0.36117811562157404,Unassigned,new
15656300,Lucciano,France,Low,0.024845602407596777,Unassigned,new
15589475,Azikiwe,Spain,Medium,0.7364159897115163,Unassigned,new
15706552,Odinakachukwu,France,Low,0.08540379788180259,Unassigned,new
15750181,Sanderson,Germany,Low,0.14902012769950262,Unassigned,new
15659428,Maggard,Spain,Low,0.049637997874349,Unassigned,new
15732963,Clements,Spain,Low,0.021745688180237727,Unassigned,new
15794171,Lombardo,France,Medium,0.4985066965709526,Unassigned,new
15788448,Watson,Spain,Low,0.05305779060621493,Unassigned,new
15729599,Lorenzo,Spain,Low,0.06012725825529554,Unassigned,new
15717426,Armstrong,France,Low,0.09236970617291473,Unassigned,new
15585768,Cameron,Germany,Low,0.07299364104341778,Unassigned,new
15619360,Hsiao,Spain,Low,0.3098210628354297,Unassigned,new
15738148,Clarke,France,High,0.8142367616948536,Unassigned,new
15687946,Osborne,France,Low,0.23505025763634377,Unassigned,new
15755196,Lavine,France,Medium,0.6152225961033596,Unassigned,new
15684171,Bianchi,Spain,Low,0.26208833422795547,Unassigned,new
15754849,Tyler,Germany,Low,0.07369959832699215,Unassigned,new
15602280,Martin,Germany,Low,0.1651762773695991,Unassigned,new
15771573,Okagbue,Germany,Low,0.2822376225850629,Unassigned,new
15766205,Yin,Germany,Low,0.2268358654275149,Unassigned,new
15771873,Buccho,Germany,Low,0.1401899286523636,Unassigned,new
15616550,Chidiebele,Germany,Low,0.19061461601977744,Unassigned,new
15768193,Trevisani,Germany,Low,0.07365891193010286,Unassigned,new
15683553,O'Brien,France,Low,0.029517892487987578,Unassigned,new
15702298,Parkhill,Germany,Low,0.4317668359929479,Unassigned,new
15569590,Yoo,Germany,Medium,0.5090392579894992,Unassigned,new
15760861,Phillipps,France,Low,0.16222633786912583,Unassigned,new
15630053,Tsao,France,Low,0.3334262943347524,Unassigned,new
15647091,Endrizzi,Germany,Low,0.09012708500869315,Unassigned,new
15623944,T'ien,Spain,High,0.835747771913374,Unassigned,new
15804771,Velazquez,France,Low,0.39581492282750735,Unassigned,new
15651280,Hunter,Germany,Low,0.24047455034166337,Unassigned,new
15773469,Clark,Germany,Low,0.08326499803146378,Unassigned,new
15702014,Jeffrey,Spain,Low,0.029897783844617717,Unassigned,new
15751208,Pirozzi,Spain,Low,0.2231849063972211,Unassigned,new
15592461,Jackson,Germany,Low,0.12305151099170453,Unassigned,new
15789484,Hammond,Germany,Low,0.04613428610857215,Unassigned,new
15696061,Brownless,Germany,Low,0.28450796132757816,Unassigned,new
15641582,Chibugo,Germany,Low,0.11923517165148095,Unassigned,new
15638424,Glauert,Germany,Low,0.06402288098208929,Unassigned,new
15755648,Pisano,France,Low,0.09700547161458427,Unassigned,new
15703793,Konovalova,Germany,High,0.9973370170610084,Unassigned,new
15620344,McKee,France,Low,0.14217030255859098,Unassigned,new
15812518,Palermo,Spain,Low,0.08391561990396842,Unassigned,new
15779052,Ballard,Germany,Low,0.04697261581642874,Unassigned,new
15770811,Wallace,France,Low,0.01732619939808876,Unassigned,new
15780961,Cavenagh,France,Low,0.10477716882840897,Unassigned,new
15614049,Hu,France,Low,0.053619603026998384,Unassigned,new
15662085,Read,France,Low,0.14491766907318557,Unassigned,new
15575185,Bushell,Spain,Low,0.09082130635588762,Unassigned,new
15803136,Postle,Germany,Low,0.383966900029331,Unassigned,new
15706021,Buley,France,Low,0.08214579935941006,Unassigned,new
15663706,Leonard,France,Low,0.21880992577570216,Unassigned,new
15641732,Mills,France,Low,0.029864092607989192,Unassigned,new
15701164,Onyeorulu,France,Low,0.1054277547285099,Unassigned,new
15738751,Beit,France,Low,0.14130455866279779,Unassigned,new
15805254,Ndukaku,Spain,Low,0.010278175317368358,Unassigned,new
15762418,Gant,Spain,Low,0.09632049370430305,Unassigned,new
15625759,Rowley,France,Low,0.017890007970175013,Unassigned,new
15622897,Sharpe,France,High,0.9056471599411416,Unassigned,new
15767954,Osborne,Germany,Low,0.04363811911541197,Unassigned,new
15757535,Heap,Spain,High,0.873337062472755,Unassigned,new
15731511,Ritchie,France,Low,0.175547908396134,Unassigned,new
15809248,Cole,France,Low,0.036233773437224205,Unassigned,new
15640635,Capon,France,Low,0.011015616853599601,Unassigned,new
15676966,Capon,Spain,Low,0.033508778803652314,Unassigned,new
15699461,Fiorentini,Spain,Low,0.09658776148638903,Unassigned,new
15738721,Graham,Spain,Low,0.09306962640639874,Unassigned,new
15693683,Yuille,Germany,Low,0.0347704321936289,Unassigned,new
15604348,Allard,Spain,Low,0.017109678004157063,Unassigned,new
15633059,Fanucci,France,Low,0.022710547929217,Unassigned,new
15808582,Fu,France,Low,0.29470222330680657,Unassigned,new
15743192,Hung,France,Low,0.151613478308279,Unassigned,new
15580146,Hung,France,Low,0.08800980363247551,Unassigned,new
15776605,Bradley,Spain,Low,0.02115118751128485,Unassigned,new
15804919,Dunbabin,Spain,Low,0.253469612602759,Unassigned,new
15613854,Mauldon,Spain,Low,0.19504202486772468,Unassigned,new
15599195,Stiger,Germany,Low,0.11080012956220407,Unassigned,new
15812878,Parsons,Germany,Low,0.22447872726057183,Unassigned,new
15602312,Walkom,Spain,Low,0.07887861328698292,Unassigned,new
15744689,T'ang,Germany,Low,0.22822369189662103,Unassigned,new
15803526,Eremenko,Germany,Low,0.1118578241678954,Unassigned,new
15665790,Rowntree,Germany,Low,0.1434772335808483,Unassigned,new
15715951,Thorpe,France,Low,0.2100250221773518,Unassigned,new
15591100,Chiemela,Spain,Low,0.052125860345748336,Unassigned,new
15609618,Fanucci,Germany,Low,0.041803500755216626,Unassigned,new
15675522,Ko,Germany,Low,0.07911789406242295,Unassigned,new
15705512,Welch,Germany,Low,0.2336667047582068,Unassigned,new
15698028,Duncan,France,Low,0.060092746204670665,Unassigned,new
15661670,Chidozie,Germany,Low,0.4424126782261276,Unassigned,new
15600781,Wu,Germany,Low,0.023917538045025905,Unassigned,new
15682472,Culbreth,France,Low,0.04174151366171309,Unassigned,new
15580203,Kennedy,Spain,Low,0.13528519946933676,Unassigned,new
15690673,Cameron,France,Low,0.057835456654562675,Unassigned,new
15760085,Calabresi,Germany,Medium,0.5937731674722629,Unassigned,new
15779659,Zetticci,France,Low,0.3033832884625492,Unassigned,new
15627360,Fuller,France,Low,0.20976628271127679,Unassigned,new
15671137,MacDonald,France,Medium,0.577193796208672,Unassigned,new
15782688,Piccio,Germany,High,0.9311750737585629,Unassigned,new
15575492,Kennedy,France,Low,0.07190253523762528,Unassigned,new
15591607,Fernie,France,Low,0.08428069678107704,Unassigned,new
15740404,He,France,Low,0.019050671207043166,Unassigned,new
15718369,Kaodilinakachukwu,Germany,Low,0.18258558907037437,Unassigned,new
15677871,Cocci,France,Low,0.07021892755549693,Unassigned,new
15642004,Alekseeva,France,Low,0.009246654016792828,Unassigned,new
15712543,Chinweike,Germany,Low,0.08412844527562773,Unassigned,new
15584518,Arthur,Germany,Low,0.3088522966514038,Unassigned,new
15802381,Li,Germany,Low,0.11238327709487891,Unassigned,new
15610156,Ma,France,Low,0.11820702448264753,Unassigned,new
15594408,Chia,Spain,High,0.7895527648281773,Unassigned,new
15640905,Vasin,Spain,Low,0.062077204662411,Unassigned,new
15698932,Groves,Germany,Medium,0.5098341375075695,Unassigned,new
15724944,Tien,France,Low,0.012649112311116636,Unassigned,new
15628145,Forwood,France,Low,0.20477211355549924,Unassigned,new
15713483,Greeves,Spain,High,0.8015660091237137,Unassigned,new
15612350,Taylor,France,Low,0.19099381245450195,Unassigned,new
15800703,Madukwe,Spain,Low,0.06036030807215855,Unassigned,new
15705707,Bennelong,Spain,Low,0.09320922361523623,Unassigned,new
15754105,Olisanugo,France,Low,0.10914553499411868,Unassigned,new
15703264,Chukwufumnanya,France,Low,0.2941586414831285,Unassigned,new
15794413,Harris,France,Low,0.01697786636379561,Unassigned,new
15650237,Morgan,Spain,Low,0.031088787272996344,Unassigned,new
15759618,Alexeeva,France,High,0.8198237385037169,Unassigned,new
15811589,Metcalfe,Spain,Low,0.05793361179760039,Unassigned,new
15689044,Humphries,France,Low,0.11629893625248973,Unassigned,new
15709368,Milne,France,Low,0.06489218275235245,Unassigned,new
15679145,Chou,Spain,High,0.8943452261490306,Unassigned,new
15655007,Li,France,Low,0.02822564705655519,Unassigned,new
15623595,Clayton,Spain,Low,0.019611683529067628,Unassigned,new
15589975,Maclean,France,Low,0.03184058397345418,Unassigned,new
15804017,Chigolum,Germany,Low,0.29885524857948953,Unassigned,new
